Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S189254440,Canada Goose,Branta canadensis,324,5,US-NY,Kings,L1099702,Floyd Bennett Field--NE Corner,40.6036408,-73.8871765,2024-07-28,09:50 AM,eBird - Traveling Count,23,1,1.227,,5
S167245723,Canada Goose,Branta canadensis,324,4,US-NY,Kings,L285884,"Green-Wood Cemetery, Brooklyn",40.6523083,-73.9904281,2024-04-05,09:49 AM,eBird - Traveling Count,69,1,1.586,,2
S168747425,Canada Goose,Branta canadensis,324,2,US-NY,Kings,L285884,"Green-Wood Cemetery, Brooklyn",40.6523083,-73.9904281,2024-04-15,07:42 AM,eBird - Traveling Count,150,1,3.269,,2
S192855840,Canada Goose,Branta canadensis,324,27,US-NY,Kings,L285884,"Green-Wood Cemetery, Brooklyn",40.6523083,-73.9904281,2024-08-26,07:23 AM,eBird - Traveling Count,204,1,5.214,,4,F Flyover
S149248672,Canada Goose,Branta canadensis,324,X,US-NY,Kings,L10509078,Green-Wood Cemetery--Sylvan Water,40.6537472,-73.9986235,2023-05-13,06:58 AM,eBird - Traveling Count,143,0,2.09,,1
S167182385,Canada Goose,Branta canadensis,324,3,US-NY,Kings,L2987636,Marsha P. Johnson SP (East River SP),40.7214782,-73.9620551,2024-04-04,05:29 PM,eBird - Traveling Count,11,1,.477,,1
S168442850,Canada Goose,Branta canadensis,324,2,US-NY,Kings,L2987636,Marsha P. Johnson SP (East River SP),40.7214782,-73.9620551,2024-04-13,02:14 PM,eBird - Traveling Count,8,1,.384,,2
S168468356,Canada Goose,Branta canadensis,324,11,US-NY,Kings,L2987624,McGolrick Park,40.7245046,-73.9433616,2024-04-13,05:44 PM,eBird - Traveling Count,31,1,.807,,2
S162453459,Canada Goose,Branta canadensis,324,X,US-NY,Kings,L1059455,Prospect Park--Prospect Lake,40.6553787,-73.9686421,2024-02-21,09:04 AM,eBird - Traveling Count,67,1,2.761,,2
S168632527,Canada Goose,Branta canadensis,324,8,US-NY,Kings,L1059455,Prospect Park--Prospect Lake,40.6553787,-73.9686421,2024-04-14,01:35 PM,eBird - Traveling Count,84,1,.897,,2
S168772446,Canada Goose,Branta canadensis,324,17,US-NY,Kings,L1059455,Prospect Park--Prospect Lake,40.6553787,-73.9686421,2024-04-15,11:16 AM,eBird - Traveling Count,93,1,1.151,,2
S139677575,Canada Goose,Branta canadensis,324,5,US-NY,Kings,L1149386,Prospect Park--Vale of Cashmere,40.6690561,-73.9683616,2023-05-28,06:16 PM,eBird - Traveling Count,95,1,3.805,,2
S196086589,Canada Goose,Branta canadensis,324,9,US-NY,Kings,L385839,Salt Marsh Nature Center at Marine Park,40.599946,-73.9243268,2024-09-22,07:44 AM,eBird - Traveling Count,187,1,2.829,,4,,,Great first day of fall! Multiple large mixed flocks of warblers. First of fall sightings of ruby crowned kinglets and white throated sparrows too
S193789075,Canada Goose,Branta canadensis,324,8,US-NY,Kings,L671525,Shirley Chisholm SP (Fountain Ave. Landfill),40.6472791,-73.8624734,2024-09-02,12:00 PM,eBird - Traveling Count,120,1,4.345,,4
S165856379,Canada Goose,Branta canadensis,324,2,US-NY,Kings,L14060436,"West Street Waterfront, Brooklyn",40.7309779,-73.9621816,2024-03-24,02:12 PM,eBird - Stationary Count,8,0,,,2
S187018557,Canada Goose,Branta canadensis,324,2,US-CA,Los Angeles,L160935,Ballona Freshwater Marsh,33.9701285,-118.4305573,2024-07-14,11:33 AM,eBird - Traveling Count,83,1,2.401,,2,F Flyover
S187059430,Canada Goose,Branta canadensis,324,4,US-CA,Los Angeles,L597658,Malibu Lagoon--State Beach including Lagoon,34.0333857,-118.6822987,2024-07-14,05:13 PM,eBird - Traveling Count,52,1,1.344,,2
S138905679,Canada Goose,Branta canadensis,324,1,US-TN,Moore,L24583080,Shiloh Bridge,35.124151,-86.332137,2023-05-22,08:37 AM,eBird - Traveling Count,584,0,12.155,,1
S169922924,Canada Goose,Branta canadensis,324,5,US-NY,New York,L22009203,Central Park,40.77632,-73.969346,2024-04-23,08:16 AM,eBird - Traveling Count,38,1,.669,,2
S170366725,Canada Goose,Branta canadensis,324,8,US-NY,New York,L278127,Central Park--Harlem Meer,40.7971185,-73.9523133,2024-04-26,10:38 AM,eBird - Traveling Count,67,1,1.618,,1
S161215054,Canada Goose,Branta canadensis,324,X,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2024-02-11,10:08 AM,eBird - Traveling Count,14,1,.165,,2
S163619345,Canada Goose,Branta canadensis,324,X,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2024-03-03,02:20 PM,eBird - Traveling Count,120,1,2.778,,2
S167127900,Canada Goose,Branta canadensis,324,5,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2024-04-04,08:29 AM,eBird - Traveling Count,23,1,.972,,1
S168905391,Canada Goose,Branta canadensis,324,11,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2024-04-16,11:25 AM,eBird - Traveling Count,32,1,1.491,,1
S167980606,Canada Goose,Branta canadensis,324,4,US-NY,New York,L794140,Central Park--North End (N of 97th St. Transverse),40.796089,-73.9558947,2024-04-10,07:28 AM,eBird - Traveling Count,51,1,1.059,,1
S185311009,Canada Goose,Branta canadensis,324,6,US-NY,New York,L794140,Central Park--North End (N of 97th St. Transverse),40.796089,-73.9558947,2024-07-04,12:23 PM,eBird - Traveling Count,106,1,3.117,,2
S193170014,Canada Goose,Branta canadensis,324,40,US-NY,New York,L794140,Central Park--North End (N of 97th St. Transverse),40.796089,-73.9558947,2024-08-29,09:58 AM,eBird - Traveling Count,102,1,2.074,,1
S169917667,Canada Goose,Branta canadensis,324,2,US-NY,New York,L787059,Central Park--Strawberry Field,40.7760568,-73.9745951,2024-04-23,07:36 AM,eBird - Traveling Count,40,1,.451,,2
S167866827,Canada Goose,Branta canadensis,324,7,US-NY,New York,L5768049,Central Park--The Lake (Hernshead),40.7776167,-73.9728892,2024-04-09,08:25 AM,eBird - Traveling Count,73,1,.814,,16
S168912152,Canada Goose,Branta canadensis,324,6,US-NY,New York,L318103,Central Park--The Pool,40.7947416,-73.9606707,2024-04-16,12:13 PM,eBird - Traveling Count,29,1,.421,,1
S169954046,Canada Goose,Branta canadensis,324,2,US-NY,New York,L318103,Central Park--The Pool,40.7947416,-73.9606707,2024-04-23,11:17 AM,eBird - Traveling Count,3,1,.106,,2
S170349213,Canada Goose,Branta canadensis,324,2,US-NY,New York,L318103,Central Park--The Pool,40.7947416,-73.9606707,2024-04-26,09:22 AM,eBird - Traveling Count,32,1,.421,,1
S149248673,Canada Goose,Branta canadensis,324,7,US-NY,New York,L109518,Central Park--The Ramble,40.7779667,-73.9697165,2023-09-08,07:08 AM,eBird - Traveling Count,50,1,1.59,,2
S161154527,Canada Goose,Branta canadensis,324,X,US-NY,New York,L109518,Central Park--The Ramble,40.7779667,-73.9697165,2024-02-10,03:30 PM,eBird - Traveling Count,113,1,3.548,,1
S161261127,Canada Goose,Branta canadensis,324,X,US-NY,New York,L109518,Central Park--The Ramble,40.7779667,-73.9697165,2024-02-11,01:36 PM,eBird - Traveling Count,173,1,5.718,,2
S163619518,Canada Goose,Branta canadensis,324,X,US-NY,New York,L109518,Central Park--The Ramble,40.7779667,-73.9697165,2024-03-03,01:27 PM,eBird - Traveling Count,38,1,1.127,,2
S168897726,Canada Goose,Branta canadensis,324,5,US-NY,New York,L109518,Central Park--The Ramble,40.7779667,-73.9697165,2024-04-16,08:43 AM,eBird - Traveling Count,143,1,1.586,,16
S170219423,Canada Goose,Branta canadensis,324,3,US-NY,New York,L109518,Central Park--The Ramble,40.7779667,-73.9697165,2024-04-25,07:35 AM,eBird - Traveling Count,210,1,4.611,,1
S174269611,Canada Goose,Branta canadensis,324,4,US-NY,New York,L109518,Central Park--The Ramble,40.7779667,-73.9697165,2024-05-13,09:24 AM,eBird - Traveling Count,188,1,2.539,,1,ON Occupied Nest
S192979664,Canada Goose,Branta canadensis,324,4,US-NY,New York,L109518,Central Park--The Ramble,40.7779667,-73.9697165,2024-08-27,08:26 AM,eBird - Traveling Count,239,1,2.955,,1
S194133490,Canada Goose,Branta canadensis,324,14,US-NY,New York,L109518,Central Park--The Ramble,40.7779667,-73.9697165,2024-09-06,07:50 AM,eBird - Traveling Count,66,1,1.467,,2
S177077083,Canada Goose,Branta canadensis,324,1,US-NY,New York,L555894,Governors Island (N.Y. County),40.6885372,-74.0189759,2024-05-25,02:34 PM,eBird - Traveling Count,74,1,2.633,,2,,,Completely got fooled by the decoy purple Martin
S175443618,Canada Goose,Branta canadensis,324,14,US-NY,New York,L1392119,Hudson River Park--22nd-29th St.,40.7512103,-74.0085463,2024-05-15,04:58 PM,eBird - Traveling Count,41,1,1.931,,1
S166849421,Canada Goose,Branta canadensis,324,2,US-NY,New York,L15858389,"Hudson River Park--Pier 26, TriBeCa (featuring a Tide Deck)",40.7214282,-74.0153579,2024-04-01,03:14 PM,eBird - Traveling Count,18,1,.587,,1
S168182061,Canada Goose,Branta canadensis,324,2,US-NY,New York,L15858389,"Hudson River Park--Pier 26, TriBeCa (featuring a Tide Deck)",40.7214282,-74.0153579,2024-04-11,06:13 PM,eBird - Traveling Count,13,1,.604,,1
S170254161,Canada Goose,Branta canadensis,324,8,US-NY,New York,L18733252,"Hudson River Park--Pier 57 (Rooftop Park, W 15th-16th St.)",40.7435785,-74.0104718,2024-04-25,02:59 PM,eBird - Traveling Count,13,1,.393,,2,FL Recently Fledged Young,"2 adults, 6 goslings. Hope they have a way to get down soon…"
S164736069,Canada Goose,Branta canadensis,324,9,US-NY,New York,L2617135,Hudson River Park--Tribeca Upland (Chambers to W Houston St.),40.7238322,-74.0116863,2024-03-13,06:33 PM,eBird - Traveling Count,8,1,.47,,1
S163581267,Canada Goose,Branta canadensis,324,2,US-NY,New York,L684740,Inwood Hill Park,40.8717025,-73.9256904,2024-03-03,10:40 AM,eBird - Traveling Count,95,1,3.201,,2
S166697060,Canada Goose,Branta canadensis,324,6,US-NY,New York,L1785364,Randalls Island--Waters Edge Garden (103rd St. Brg.-Little Hell Gate),40.7889018,-73.9326719,2024-03-31,03:35 PM,eBird - Traveling Count,13,1,.851,,2
S157008274,Canada Goose,Branta canadensis,324,X,US-NY,New York,L22926822,Reservoir,40.785358,-73.966486,2023-12-24,08:58 AM,eBird - Traveling Count,118,0,3.713,,2
S167122446,Canada Goose,Branta canadensis,324,2,US-NY,New York,L23635741,The Pool,40.795062,-73.960611,2024-04-04,07:52 AM,eBird - Traveling Count,10,1,.327,,1
S194286925,Canada Goose,Branta canadensis,324,4,US-NY,Orange,L992450,Storm King Art Center,41.4268168,-74.0632981,2024-09-07,11:01 AM,eBird - Traveling Count,107,1,3.486,,3
S193584620,Canada Goose,Branta canadensis,324,20,US-NY,Queens,L165143,Jamaica Bay Wildlife Refuge,40.6170296,-73.8244561,2024-09-01,08:23 AM,eBird - Traveling Count,266,1,6.341,,2,,Estimate,"Went from visitor center to east pond, southwest to northwest corner, then back along the fire road. Amazing day of birding with huge numbers of sandpipers far beyond our identification abilities. Probably some uncommon or rares even scattered among the least and semipalmated. Sadly there also were a large number of injured birds too, mostly with injured or missing legs. Dipped on the avocet but got to see plenty of other outstanding birds. Conditions were muddy but still easily passable."
S193073245,Canada Goose,Branta canadensis,324,50,US-NY,Queens,L109144,Jamaica Bay Wildlife Refuge--East Pond,40.6226854,-73.8220096,2024-08-28,08:33 AM,eBird - Traveling Count,148,1,2.701,,1
S139809209,Canada Goose,Branta canadensis,324,X,US-NY,Queens,L109145,Jamaica Bay Wildlife Refuge--West Pond,40.6188482,-73.8307995,2023-05-29,08:28 AM,eBird - Traveling Count,167,0,4.04,,1
S162264673,Canada Goose,Branta canadensis,324,X,US-NY,Queens,L109145,Jamaica Bay Wildlife Refuge--West Pond,40.6188482,-73.8307995,2024-02-19,10:26 AM,eBird - Traveling Count,203,1,5.057,,2
S179903565,Canada Goose,Branta canadensis,324,13,US-NY,Queens,L7960614,"Jamaica Bay, JoCo Marsh",40.615764,-73.7906823,2024-06-07,08:09 AM,eBird - Traveling Count,135,1,8.807,,5
S162265881,Canada Goose,Branta canadensis,324,X,US-NY,Queens,L12427956,Sunset Cove Park,40.5985632,-73.8231237,2024-02-19,02:14 PM,eBird - Traveling Count,33,1,1.256,,2
S165337524,Canada Goose,Branta canadensis,324,15,US-VA,Radford,L718698,Riverview Park,37.1075,-80.5915,2024-03-17,10:46 AM,eBird - Traveling Count,175,1,2.008,,1
S159950351,Canada Goose,Branta canadensis,324,X,US-NY,Rockland,L3163622,Haverstraw Bay County Park,41.2124605,-73.9661317,2024-01-27,03:23 PM,eBird - Traveling Count,28,1,1.207,,2
S166673072,Canada Goose,Branta canadensis,324,24,US-NY,Suffolk,L259743,Caumsett SP,40.9308721,-73.4720876,2024-03-30,01:30 PM,eBird - Traveling Count,117,1,3.172,,2
S166673135,Canada Goose,Branta canadensis,324,4,US-NY,Suffolk,L259743,Caumsett SP,40.9308721,-73.4720876,2024-03-30,03:27 PM,eBird - Traveling Count,26,1,2.071,,2
S160664401,Canada Goose,Branta canadensis,324,X,US-NY,Sullivan,L132036,Bashakill State WMA,41.5384264,-74.5156422,2024-02-04,02:40 PM,eBird - Traveling Count,67,1,2.803,,1
S167586627,Canada Goose,Branta canadensis,324,3,US-NY,Tompkins,L351017,Fuertes Bird Sanctuary (Renwick Woods),42.4589397,-76.5033299,2024-04-07,01:56 PM,eBird - Traveling Count,46,1,1.627,,2
S160505607,Canada Goose,Branta canadensis,324,X,US-NY,Tompkins,L97555,Sapsucker Woods,42.4787599,-76.4529133,2024-02-03,09:46 AM,eBird - Traveling Count,81,1,1.717,,2
S167528845,Canada Goose,Branta canadensis,324,10,US-NY,Tompkins,L97555,Sapsucker Woods,42.4787599,-76.4529133,2024-04-07,08:41 AM,eBird - Traveling Count,93,1,1.701,,2
S167745936,Canada Goose,Branta canadensis,324,X,US-NY,Wayne,L99688,Montezuma (NMWMA)--Carncross Rd.,43.0787739,-76.7080184,2024-04-08,12:46 PM,eBird - Traveling Count,53,1,.691,,2
S183077970,Mute Swan,Cygnus olor,358,5,US-NY,Kings,L351189,Calvert Vaux Park (Dreier-Offerman Park),40.5848762,-73.9945752,2024-06-22,10:57 AM,eBird - Traveling Count,56,1,1.054,,4,FL Recently Fledged Young
S173423201,Mute Swan,Cygnus olor,358,2,US-NY,Kings,L444485,Plumb Beach,40.5823284,-73.9153746,2024-05-11,07:23 AM,eBird - Traveling Count,29,1,.793,,4
S168607581,Mute Swan,Cygnus olor,358,2,US-NY,Kings,L109516,Prospect Park,40.6602841,-73.9689534,2024-04-14,12:01 PM,eBird - Traveling Count,61,1,1.404,,2
S168783940,Mute Swan,Cygnus olor,358,2,US-NY,Kings,L109516,Prospect Park,40.6602841,-73.9689534,2024-04-15,01:41 PM,eBird - Traveling Count,23,1,.875,,3
S170997860,Mute Swan,Cygnus olor,358,3,US-NY,Kings,L109516,Prospect Park,40.6602841,-73.9689534,2024-04-29,01:12 PM,eBird - Traveling Count,83,1,2.394,,3
S174511800,Mute Swan,Cygnus olor,358,1,US-NY,Kings,L23462648,Prospect Park,40.663186,-73.968827,2024-05-14,10:40 AM,eBird - Traveling Count,203,1,3.48,,2
S162453459,Mute Swan,Cygnus olor,358,X,US-NY,Kings,L1059455,Prospect Park--Prospect Lake,40.6553787,-73.9686421,2024-02-21,09:04 AM,eBird - Traveling Count,67,1,2.761,,2
S168632527,Mute Swan,Cygnus olor,358,2,US-NY,Kings,L1059455,Prospect Park--Prospect Lake,40.6553787,-73.9686421,2024-04-14,01:35 PM,eBird - Traveling Count,84,1,.897,,2
S168772446,Mute Swan,Cygnus olor,358,2,US-NY,Kings,L1059455,Prospect Park--Prospect Lake,40.6553787,-73.9686421,2024-04-15,11:16 AM,eBird - Traveling Count,93,1,1.151,,2
S139677575,Mute Swan,Cygnus olor,358,11,US-NY,Kings,L1149386,Prospect Park--Vale of Cashmere,40.6690561,-73.9683616,2023-05-28,06:16 PM,eBird - Traveling Count,95,1,3.805,,2,FL Recently Fledged Young
S170794920,Mute Swan,Cygnus olor,358,1,US-NY,Kings,L385839,Salt Marsh Nature Center at Marine Park,40.599946,-73.9243268,2024-04-28,09:26 AM,eBird - Traveling Count,302,1,7.268,,4,,,Absolutely lovely day on the salt marsh
S173558530,Mute Swan,Cygnus olor,358,1,US-NY,Kings,L385839,Salt Marsh Nature Center at Marine Park,40.599946,-73.9243268,2024-05-11,08:04 AM,eBird - Traveling Count,266,1,5.759,,4
S196086589,Mute Swan,Cygnus olor,358,2,US-NY,Kings,L385839,Salt Marsh Nature Center at Marine Park,40.599946,-73.9243268,2024-09-22,07:44 AM,eBird - Traveling Count,187,1,2.829,,4,,,Great first day of fall! Multiple large mixed flocks of warblers. First of fall sightings of ruby crowned kinglets and white throated sparrows too
S193584620,Mute Swan,Cygnus olor,358,150,US-NY,Queens,L165143,Jamaica Bay Wildlife Refuge,40.6170296,-73.8244561,2024-09-01,08:23 AM,eBird - Traveling Count,266,1,6.341,,2,,Estimate,"Went from visitor center to east pond, southwest to northwest corner, then back along the fire road. Amazing day of birding with huge numbers of sandpipers far beyond our identification abilities. Probably some uncommon or rares even scattered among the least and semipalmated. Sadly there also were a large number of injured birds too, mostly with injured or missing legs. Dipped on the avocet but got to see plenty of other outstanding birds. Conditions were muddy but still easily passable."
S193073245,Mute Swan,Cygnus olor,358,127,US-NY,Queens,L109144,Jamaica Bay Wildlife Refuge--East Pond,40.6226854,-73.8220096,2024-08-28,08:33 AM,eBird - Traveling Count,148,1,2.701,,1
S179903565,Mute Swan,Cygnus olor,358,1,US-NY,Queens,L7960614,"Jamaica Bay, JoCo Marsh",40.615764,-73.7906823,2024-06-07,08:09 AM,eBird - Traveling Count,135,1,8.807,,5
S159950351,Mute Swan,Cygnus olor,358,2,US-NY,Rockland,L3163622,Haverstraw Bay County Park,41.2124605,-73.9661317,2024-01-27,03:23 PM,eBird - Traveling Count,28,1,1.207,,2
S125691167,Mute Swan,Cygnus olor,358,X,US-NY,Westchester,L22122197,Goldens Bridge,41.293797,-73.677632,2023-01-08,,eBird - Casual Observation,,0,,,1
S167783681,Trumpeter Swan,Cygnus buccinator,363,1,US-NY,Cayuga,L886774,Montezuma (NMWMA)--Howland Island--HQ Pond,43.0755965,-76.6778755,2024-04-08,01:59 PM,eBird - Traveling Count,32,0,1.322,,2,,,Didn’t have time at the end to count all the waterfowl in the pond cause the sun disappeared.
S167745936,Trumpeter Swan,Cygnus buccinator,363,5,US-NY,Wayne,L99688,Montezuma (NMWMA)--Carncross Rd.,43.0787739,-76.7080184,2024-04-08,12:46 PM,eBird - Traveling Count,53,1,.691,,2
S195504972,Muscovy Duck,Cairina moschata,423,4,CR-G,,L36654502,"Auto selected 10.41826, -84.90424",10.418261,-84.904236,2024-09-17,12:21 PM,eBird - Traveling Count,10,1,.194,,2
S124786388,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),424,X,US-AL,Jefferson,L21947794,Avondale Pond,33.520983,-86.771869,2022-12-28,,eBird - Casual Observation,,0,,,1
S165337556,Wood Duck,Aix sponsa,433,3,US-VA,Giles,L718693,River Trail--Eggleston to Pembroke,37.29,-80.6155,2024-03-15,10:33 AM,eBird - Traveling Count,178,1,1.855,,1
S168747425,Wood Duck,Aix sponsa,433,1,US-NY,Kings,L285884,"Green-Wood Cemetery, Brooklyn",40.6523083,-73.9904281,2024-04-15,07:42 AM,eBird - Traveling Count,150,1,3.269,,2
S168607581,Wood Duck,Aix sponsa,433,4,US-NY,Kings,L109516,Prospect Park,40.6602841,-73.9689534,2024-04-14,12:01 PM,eBird - Traveling Count,61,1,1.404,,2
S168783940,Wood Duck,Aix sponsa,433,2,US-NY,Kings,L109516,Prospect Park,40.6602841,-73.9689534,2024-04-15,01:41 PM,eBird - Traveling Count,23,1,.875,,3
S170980226,Wood Duck,Aix sponsa,433,2,US-NY,Kings,L109516,Prospect Park,40.6602841,-73.9689534,2024-04-29,12:45 PM,eBird - Traveling Count,14,1,.494,,3
S170997860,Wood Duck,Aix sponsa,433,2,US-NY,Kings,L109516,Prospect Park,40.6602841,-73.9689534,2024-04-29,01:12 PM,eBird - Traveling Count,83,1,2.394,,3
S174511800,Wood Duck,Aix sponsa,433,2,US-NY,Kings,L23462648,Prospect Park,40.663186,-73.968827,2024-05-14,10:40 AM,eBird - Traveling Count,203,1,3.48,,2
S168632527,Wood Duck,Aix sponsa,433,3,US-NY,Kings,L1059455,Prospect Park--Prospect Lake,40.6553787,-73.9686421,2024-04-14,01:35 PM,eBird - Traveling Count,84,1,.897,,2
S168772446,Wood Duck,Aix sponsa,433,2,US-NY,Kings,L1059455,Prospect Park--Prospect Lake,40.6553787,-73.9686421,2024-04-15,11:16 AM,eBird - Traveling Count,93,1,1.151,,2
S139677575,Wood Duck,Aix sponsa,433,16,US-NY,Kings,L1149386,Prospect Park--Vale of Cashmere,40.6690561,-73.9683616,2023-05-28,06:16 PM,eBird - Traveling Count,95,1,3.805,,2,FL Recently Fledged Young,2 males and 2 females with recently fledged young.
S163619345,Wood Duck,Aix sponsa,433,1,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2024-03-03,02:20 PM,eBird - Traveling Count,120,1,2.778,,2
S166705636,Wood Duck,Aix sponsa,433,1,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2024-03-31,04:22 PM,eBird - Traveling Count,21,1,.715,,2
S167127900,Wood Duck,Aix sponsa,433,1,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2024-04-04,08:29 AM,eBird - Traveling Count,23,1,.972,,1
S161154527,Wood Duck,Aix sponsa,433,1,US-NY,New York,L109518,Central Park--The Ramble,40.7779667,-73.9697165,2024-02-10,03:30 PM,eBird - Traveling Count,113,1,3.548,,1
S161261127,Wood Duck,Aix sponsa,433,1,US-NY,New York,L109518,Central Park--The Ramble,40.7779667,-73.9697165,2024-02-11,01:36 PM,eBird - Traveling Count,173,1,5.718,,2
S130257764,Wood Duck,Aix sponsa,433,X,US-NY,New York,L22926822,Reservoir,40.785358,-73.966486,2023-03-05,,eBird - Casual Observation,,0,,,1
